obs,ID,Bin,Bin.Normal,Phase,Rate,Group
3039,P113,3,15,A-2,0,control
3040,P113,2,16,A-2,2,control
3041,P113,1,17,A-2,2,control
3042,P113,0,18,A-2,0,control
3043,P113,0,19,C-3,0,control
3044,P113,1,20,C-3,0,control
3045,P113,2,21,C-3,0,control
3046,P113,3,22,C-3,0,control
3047,P113,4,23,C-3,0,control
3048,P113,5,24,C-3,0,control
3049,P113,6,25,C-3,0,control
3050,P113,7,26,C-3,1,control
3051,P113,8,27,C-3,3,control
3052,P114,-8,1,B-1,12,control
3053,P114,-7,2,B-1,18,control
3054,P114,-6,3,B-1,24,control
3055,P114,-5,4,B-1,22,control
3056,P114,-4,5,B-1,26,control
3057,P114,-3,6,B-1,12,control
3058,P114,-2,7,B-1,22,control
3059,P114,-1,8,B-1,23,control
3060,P114,0,9,B-1,21,control
3061,P114,8,10,A-2,12,control
3062,P114,7,11,A-2,4,control
3063,P114,6,12,A-2,8,control
3064,P114,5,13,A-2,4,control
3065,P114,4,14,A-2,0,control
3066,P114,3,15,A-2,7,control
3067,P114,2,16,A-2,0,control
3068,P114,1,17,A-2,0,control
3069,P114,0,18,A-2,4,control
3070,P114,0,19,C-3,0,control
3071,P114,1,20,C-3,12,control
3072,P114,2,21,C-3,0,control
3073,P114,3,22,C-3,20,control
3074,P114,4,23,C-3,0,control
3075,P114,5,24,C-3,0,control
3076,P114,6,25,C-3,0,control
3077,P114,7,26,C-3,0,control
3078,P114,8,27,C-3,0,control
3079,P115,-8,1,B-1,12,control
3080,P115,-7,2,B-1,20,control
3081,P115,-6,3,B-1,27,control
3082,P115,-5,4,B-1,20,control
3083,P115,-4,5,B-1,18,control
3084,P115,-3,6,B-1,25,control
3085,P115,-2,7,B-1,30,control
3086,P115,-1,8,B-1,24,control
3087,P115,0,9,B-1,29,control
3088,P115,8,10,A-2,4,control
3089,P115,7,11,A-2,7,control
3090,P115,6,12,A-2,0,control
3091,P115,5,13,A-2,0,control
3092,P115,4,14,A-2,1,control
3093,P115,3,15,A-2,1,control
3094,P115,2,16,A-2,0,control
3095,P115,1,17,A-2,0,control
3096,P115,0,18,A-2,0,control
3097,P115,0,19,C-3,0,control
3098,P115,1,20,C-3,0,control
3099,P115,2,21,C-3,0,control
3100,P115,3,22,C-3,0,control
3101,P115,4,23,C-3,1,control
3102,P115,5,24,C-3,0,control
3103,P115,6,25,C-3,0,control
3104,P115,7,26,C-3,0,control
3105,P115,8,27,C-3,0,control
3106,P116,-8,1,B-1,31,control
3107,P116,-7,2,B-1,60,control
3108,P116,-6,3,B-1,67,control
3109,P116,-5,4,B-1,70,control
3110,P116,-4,5,B-1,67,control
3111,P116,-3,6,B-1,73,control
3112,P116,-2,7,B-1,58,control
3113,P116,-1,8,B-1,72,control
3114,P116,0,9,B-1,72,control
3115,P116,8,10,A-2,23,control
3116,P116,7,11,A-2,23,control
3117,P116,6,12,A-2,0,control
3118,P116,5,13,A-2,0,control
3119,P116,4,14,A-2,0,control
3120,P116,3,15,A-2,0,control
3121,P116,2,16,A-2,14,control
3122,P116,1,17,A-2,0,control
3123,P116,0,18,A-2,0,control
3124,P116,0,19,C-3,0,control
3125,P116,1,20,C-3,0,control
3126,P116,2,21,C-3,0,control
3127,P116,3,22,C-3,0,control
3128,P116,4,23,C-3,17,control
3129,P116,5,24,C-3,0,control
3130,P116,6,25,C-3,11,control
3131,P116,7,26,C-3,0,control
3132,P116,8,27,C-3,0,control
3133,P117,-8,1,B-1,0,control
3134,P117,-7,2,B-1,0,control
3135,P117,-6,3,B-1,16,control
3136,P117,-5,4,B-1,15,control
3137,P117,-4,5,B-1,13,control
3138,P117,-3,6,B-1,33,control
3139,P117,-2,7,B-1,29,control
3140,P117,-1,8,B-1,29,control
3141,P117,0,9,B-1,24,control
3142,P117,8,10,A-2,15,control
3143,P117,7,11,A-2,4,control
3144,P117,6,12,A-2,0,control
3145,P117,5,13,A-2,5,control
3146,P117,4,14,A-2,16,control
3147,P117,3,15,A-2,3,control
3148,P117,2,16,A-2,6,control
3149,P117,1,17,A-2,0,control
3150,P117,0,18,A-2,0,control
3151,P117,0,19,C-3,20,control
3152,P117,1,20,C-3,0,control
3153,P117,2,21,C-3,6,control
3154,P117,3,22,C-3,0,control
3155,P117,4,23,C-3,0,control
3156,P117,5,24,C-3,0,control
3157,P117,6,25,C-3,0,control
3158,P117,7,26,C-3,20,control
3159,P117,8,27,C-3,0,control
3160,P118,-8,1,B-1,18,control
3161,P118,-7,2,B-1,19,control
3162,P118,-6,3,B-1,21,control
3163,P118,-5,4,B-1,17,control
3164,P118,-4,5,B-1,21,control
3165,P118,-3,6,B-1,16,control
3166,P118,-2,7,B-1,21,control
3167,P118,-1,8,B-1,22,control
3168,P118,0,9,B-1,18,control
3169,P118,8,10,A-2,8,control
3170,P118,7,11,A-2,3,control
3171,P118,6,12,A-2,0,control
3172,P118,5,13,A-2,5,control
3173,P118,4,14,A-2,0,control
3174,P118,3,15,A-2,0,control
3175,P118,2,16,A-2,0,control
3176,P118,1,17,A-2,0,control
3177,P118,0,18,A-2,0,control
3178,P118,0,19,C-3,0,control
3179,P118,1,20,C-3,0,control
3180,P118,2,21,C-3,0,control
3181,P118,3,22,C-3,6,control
3182,P118,4,23,C-3,0,control
3183,P118,5,24,C-3,4,control
3184,P118,6,25,C-3,0,control
3185,P118,7,26,C-3,0,control
3186,P118,8,27,C-3,0,control
3187,P119,-8,1,B-1,7,control
3188,P119,-7,2,B-1,25,control
3189,P119,-6,3,B-1,23,control
3190,P119,-5,4,B-1,33,control
3191,P119,-4,5,B-1,38,control
3192,P119,-3,6,B-1,42,control
3193,P119,-2,7,B-1,47,control
3194,P119,-1,8,B-1,43,control
3195,P119,0,9,B-1,38,control
3196,P119,8,10,A-2,26,control
3197,P119,7,11,A-2,6,control
3198,P119,6,12,A-2,16,control
3199,P119,5,13,A-2,0,control
3200,P119,4,14,A-2,0,control
3201,P119,3,15,A-2,9,control
3202,P119,2,16,A-2,0,control
3203,P119,1,17,A-2,0,control
3204,P119,0,18,A-2,0,control
3205,P119,0,19,C-3,0,control
3206,P119,1,20,C-3,21,control
3207,P119,2,21,C-3,0,control
3208,P119,3,22,C-3,0,control
3209,P119,4,23,C-3,0,control
3210,P119,5,24,C-3,0,control
3211,P119,6,25,C-3,0,control
3212,P119,7,26,C-3,12,control
3213,P119,8,27,C-3,0,control
3214,P120,-8,1,B-1,13,control
3215,P120,-7,2,B-1,19,control
3216,P120,-6,3,B-1,26,control
3217,P120,-5,4,B-1,27,control
3218,P120,-4,5,B-1,21,control
3219,P120,-3,6,B-1,16,control
3220,P120,-2,7,B-1,16,control
3221,P120,-1,8,B-1,21,control
3222,P120,0,9,B-1,28,control
3223,P120,8,10,A-2,18,control
3224,P120,7,11,A-2,10,control
3225,P120,6,12,A-2,3,control
3226,P120,5,13,A-2,14,control
3227,P120,4,14,A-2,17,control
3228,P120,3,15,A-2,8,control
3229,P120,2,16,A-2,8,control
3230,P120,1,17,A-2,11,control
3231,P120,0,18,A-2,7,control
3232,P120,0,19,C-3,5,control
3233,P120,1,20,C-3,10,control
3234,P120,2,21,C-3,10,control
3235,P120,3,22,C-3,18,control
3236,P120,4,23,C-3,18,control
3237,P120,5,24,C-3,11,control
3238,P120,6,25,C-3,18,control
3239,P120,7,26,C-3,9,control
3240,P120,8,27,C-3,6,control
3241,P121,-8,1,B-1,27,control
3242,P121,-7,2,B-1,47,control
3243,P121,-6,3,B-1,46,control
3244,P121,-5,4,B-1,71,control
3245,P121,-4,5,B-1,42,control
3246,P121,-3,6,B-1,73,control
3247,P121,-2,7,B-1,77,control
3248,P121,-1,8,B-1,58,control
3249,P121,0,9,B-1,65,control
3250,P121,8,10,A-2,36,control
3251,P121,7,11,A-2,13,control
3252,P121,6,12,A-2,6,control
3253,P121,5,13,A-2,0,control
3254,P121,4,14,A-2,0,control
3255,P121,3,15,A-2,7,control
3256,P121,2,16,A-2,3,control
3257,P121,1,17,A-2,0,control
3258,P121,0,18,A-2,0,control
3259,P121,0,19,C-3,14,control
3260,P121,1,20,C-3,0,control
3261,P121,2,21,C-3,0,control
3262,P121,3,22,C-3,0,control
3263,P121,4,23,C-3,0,control
3264,P121,5,24,C-3,0,control
3265,P121,6,25,C-3,0,control
3266,P121,7,26,C-3,0,control
3267,P121,8,27,C-3,0,control
3268,P122,-8,1,B-1,18,control
3269,P122,-7,2,B-1,24,control
3270,P122,-6,3,B-1,17,control
3271,P122,-5,4,B-1,19,control
3272,P122,-4,5,B-1,14,control
3273,P122,-3,6,B-1,23,control
3274,P122,-2,7,B-1,19,control
3275,P122,-1,8,B-1,20,control
3276,P122,0,9,B-1,22,control
3277,P122,8,10,A-2,8,control
3278,P122,7,11,A-2,10,control
3279,P122,6,12,A-2,0,control
3280,P122,5,13,A-2,18,control
3281,P122,4,14,A-2,6,control
3282,P122,3,15,A-2,5,control
3283,P122,2,16,A-2,12,control
3284,P122,1,17,A-2,0,control
3285,P122,0,18,A-2,0,control
3286,P122,0,19,C-3,5,control
3287,P122,1,20,C-3,3,control
3288,P122,2,21,C-3,11,control
3289,P122,3,22,C-3,3,control
3290,P122,4,23,C-3,10,control
3291,P122,5,24,C-3,12,control
3292,P122,6,25,C-3,11,control
3293,P122,7,26,C-3,13,control
3294,P122,8,27,C-3,5,control
3295,P123,-8,1,B-1,29,control
3296,P123,-7,2,B-1,13,control
3297,P123,-6,3,B-1,36,control
3298,P123,-5,4,B-1,30,control
3299,P123,-4,5,B-1,36,control
3300,P123,-3,6,B-1,26,control
3301,P123,-2,7,B-1,35,control
3302,P123,-1,8,B-1,40,control
3303,P123,0,9,B-1,34,control
3304,P123,8,10,A-2,15,control
3305,P123,7,11,A-2,12,control
3306,P123,6,12,A-2,8,control
3307,P123,5,13,A-2,17,control
3308,P123,4,14,A-2,17,control
3309,P123,3,15,A-2,12,control
3310,P123,2,16,A-2,9,control
3311,P123,1,17,A-2,14,control
3312,P123,0,18,A-2,19,control
3313,P123,0,19,C-3,16,control
3314,P123,1,20,C-3,13,control
3315,P123,2,21,C-3,20,control
3316,P123,3,22,C-3,15,control
3317,P123,4,23,C-3,15,control
3318,P123,5,24,C-3,14,control
3319,P123,6,25,C-3,16,control
3320,P123,7,26,C-3,20,control
3321,P123,8,27,C-3,17,control
3322,P124,-8,1,B-1,7,control
3323,P124,-7,2,B-1,34,control
3324,P124,-6,3,B-1,31,control
3325,P124,-5,4,B-1,36,control
3326,P124,-4,5,B-1,44,control
3327,P124,-3,6,B-1,47,control
3328,P124,-2,7,B-1,47,control
3329,P124,-1,8,B-1,48,control
3330,P124,0,9,B-1,43,control
3331,P124,8,10,A-2,37,control
3332,P124,7,11,A-2,14,control
3333,P124,6,12,A-2,25,control
3334,P124,5,13,A-2,24,control
3335,P124,4,14,A-2,11,control
3336,P124,3,15,A-2,0,control
3337,P124,2,16,A-2,0,control
3338,P124,1,17,A-2,9,control
3339,P124,0,18,A-2,0,control
3340,P124,0,19,C-3,0,control
3341,P124,1,20,C-3,0,control
3342,P124,2,21,C-3,14,control
3343,P124,3,22,C-3,5,control
3344,P124,4,23,C-3,0,control
3345,P124,5,24,C-3,0,control
3346,P124,6,25,C-3,18,control
3347,P124,7,26,C-3,0,control
3348,P124,8,27,C-3,0,control
3349,P125,-8,1,B-1,19,control
3350,P125,-7,2,B-1,15,control
3351,P125,-6,3,B-1,20,control
3352,P125,-5,4,B-1,26,control
3353,P125,-4,5,B-1,25,control
3354,P125,-3,6,B-1,29,control
3355,P125,-2,7,B-1,30,control
3356,P125,-1,8,B-1,30,control
3357,P125,0,9,B-1,30,control
3358,P125,8,10,A-2,15,control
3359,P125,7,11,A-2,6,control
3360,P125,6,12,A-2,5,control
3361,P125,5,13,A-2,0,control
3362,P125,4,14,A-2,0,control
3363,P125,3,15,A-2,0,control
3364,P125,2,16,A-2,0,control
3365,P125,1,17,A-2,8,control
3366,P125,0,18,A-2,0,control
3367,P125,0,19,C-3,0,control
3368,P125,1,20,C-3,0,control
3369,P125,2,21,C-3,0,control
3370,P125,3,22,C-3,0,control
3371,P125,4,23,C-3,0,control
3372,P125,5,24,C-3,0,control
3373,P125,6,25,C-3,0,control
3374,P125,7,26,C-3,0,control
3375,P125,8,27,C-3,0,control
3376,P126,-8,1,B-1,26,control
3377,P126,-7,2,B-1,22,control
3378,P126,-6,3,B-1,22,control
3379,P126,-5,4,B-1,33,control
3380,P126,-4,5,B-1,36,control
3381,P126,-3,6,B-1,47,control
3382,P126,-2,7,B-1,52,control
3383,P126,-1,8,B-1,47,control
3384,P126,0,9,B-1,47,control
3385,P126,8,10,A-2,10,control
3386,P126,7,11,A-2,8,control
3387,P126,6,12,A-2,5,control
3388,P126,5,13,A-2,0,control
3389,P126,4,14,A-2,0,control
3390,P126,3,15,A-2,20,control
3391,P126,2,16,A-2,0,control
3392,P126,1,17,A-2,0,control
3393,P126,0,18,A-2,0,control
3394,P126,0,19,C-3,0,control
3395,P126,1,20,C-3,0,control
3396,P126,2,21,C-3,0,control
3397,P126,3,22,C-3,0,control
3398,P126,4,23,C-3,0,control
3399,P126,5,24,C-3,0,control
3400,P126,6,25,C-3,0,control
3401,P126,7,26,C-3,0,control
3402,P126,8,27,C-3,0,control
3403,P127,-8,1,B-1,21,control
3404,P127,-7,2,B-1,22,control
3405,P127,-6,3,B-1,26,control
3406,P127,-5,4,B-1,29,control
3407,P127,-4,5,B-1,14,control
3408,P127,-3,6,B-1,0,control
3409,P127,-2,7,B-1,0,control
3410,P127,-1,8,B-1,15,control
3411,P127,0,9,B-1,22,control
3412,P127,8,10,A-2,30,control
3413,P127,7,11,A-2,18,control
3414,P127,6,12,A-2,0,control
3415,P127,5,13,A-2,0,control
3416,P127,4,14,A-2,6,control
3417,P127,3,15,A-2,12,control
3418,P127,2,16,A-2,10,control
3419,P127,1,17,A-2,2,control
3420,P127,0,18,A-2,15,control
3421,P127,0,19,C-3,6,control
3422,P127,1,20,C-3,2,control
3423,P127,2,21,C-3,7,control
3424,P127,3,22,C-3,8,control
3425,P127,4,23,C-3,17,control
3426,P127,5,24,C-3,15,control
3427,P127,6,25,C-3,10,control
3428,P127,7,26,C-3,6,control
3429,P127,8,27,C-3,18,control
3430,P128,-8,1,B-1,16,control
3431,P128,-7,2,B-1,21,control
3432,P128,-6,3,B-1,11,control
3433,P128,-5,4,B-1,25,control
3434,P128,-4,5,B-1,33,control
3435,P128,-3,6,B-1,27,control
3436,P128,-2,7,B-1,37,control
3437,P128,-1,8,B-1,30,control
3438,P128,0,9,B-1,36,control
3439,P128,8,10,A-2,12,control
3440,P128,7,11,A-2,16,control
3441,P128,6,12,A-2,18,control
3442,P128,5,13,A-2,16,control
3443,P128,4,14,A-2,20,control
3444,P128,3,15,A-2,14,control
3445,P128,2,16,A-2,17,control
3446,P128,1,17,A-2,13,control
3447,P128,0,18,A-2,11,control
3448,P128,0,19,C-3,17,control
3449,P128,1,20,C-3,9,control
3450,P128,2,21,C-3,10,control
3451,P128,3,22,C-3,11,control
3452,P128,4,23,C-3,14,control
3453,P128,5,24,C-3,8,control
3454,P128,6,25,C-3,14,control
3455,P128,7,26,C-3,11,control
3456,P128,8,27,C-3,14,control
3457,P129,-8,1,B-1,7,control
3458,P129,-7,2,B-1,3,control
3459,P129,-6,3,B-1,12,control
3460,P129,-5,4,B-1,7,control
3461,P129,-4,5,B-1,11,control
3462,P129,-3,6,B-1,27,control
3463,P129,-2,7,B-1,27,control
3464,P129,-1,8,B-1,40,control
3465,P129,0,9,B-1,45,control
3466,P129,8,10,A-2,15,control
3467,P129,7,11,A-2,3,control
3468,P129,6,12,A-2,21,control
3469,P129,5,13,A-2,8,control
3470,P129,4,14,A-2,0,control
3471,P129,3,15,A-2,0,control
3472,P129,2,16,A-2,0,control
3473,P129,1,17,A-2,14,control
3474,P129,0,18,A-2,24,control
3475,P129,0,19,C-3,11,control
3476,P129,1,20,C-3,9,control
3477,P129,2,21,C-3,18,control
3478,P129,3,22,C-3,21,control
3479,P129,4,23,C-3,23,control
3480,P129,5,24,C-3,8,control
3481,P129,6,25,C-3,22,control
3482,P129,7,26,C-3,14,control
3483,P129,8,27,C-3,11,control
3484,P130,-8,1,B-1,17,control
3485,P130,-7,2,B-1,36,control
3486,P130,-6,3,B-1,21,control
3487,P130,-5,4,B-1,33,control
3488,P130,-4,5,B-1,32,control
3489,P130,-3,6,B-1,34,control
3490,P130,-2,7,B-1,34,control
3491,P130,-1,8,B-1,38,control
3492,P130,0,9,B-1,39,control
3493,P130,8,10,A-2,7,control
3494,P130,7,11,A-2,10,control
3495,P130,6,12,A-2,7,control
3496,P130,5,13,A-2,11,control
3497,P130,4,14,A-2,14,control
3498,P130,3,15,A-2,21,control
3499,P130,2,16,A-2,21,control
3500,P130,1,17,A-2,2,control
3501,P130,0,18,A-2,5,control
3502,P130,0,19,C-3,7,control
3503,P130,1,20,C-3,9,control
3504,P130,2,21,C-3,11,control
3505,P130,3,22,C-3,0,control
3506,P130,4,23,C-3,0,control
3507,P130,5,24,C-3,0,control
3508,P130,6,25,C-3,0,control
3509,P130,7,26,C-3,0,control
3510,P130,8,27,C-3,0,control
3511,P131,-8,1,B-1,8,control
3512,P131,-7,2,B-1,7,control
3513,P131,-6,3,B-1,13,control
3514,P131,-5,4,B-1,19,control
3515,P131,-4,5,B-1,27,control
3516,P131,-3,6,B-1,20,control
3517,P131,-2,7,B-1,24,control
3518,P131,-1,8,B-1,27,control
3519,P131,0,9,B-1,21,control
3520,P131,8,10,A-2,12,control
3521,P131,7,11,A-2,9,control
3522,P131,6,12,A-2,6,control
3523,P131,5,13,A-2,5,control
3524,P131,4,14,A-2,10,control
3525,P131,3,15,A-2,10,control
3526,P131,2,16,A-2,4,control
3527,P131,1,17,A-2,1,control
3528,P131,0,18,A-2,9,control
3529,P131,0,19,C-3,3,control
3530,P131,1,20,C-3,0,control
3531,P131,2,21,C-3,4,control
3532,P131,3,22,C-3,4,control
3533,P131,4,23,C-3,3,control
3534,P131,5,24,C-3,3,control
3535,P131,6,25,C-3,14,control
3536,P131,7,26,C-3,7,control
3537,P131,8,27,C-3,5,control
3538,P132,-8,1,B-1,22,control
3539,P132,-7,2,B-1,33,control
3540,P132,-6,3,B-1,13,control
3541,P132,-5,4,B-1,25,control
3542,P132,-4,5,B-1,22,control
3543,P132,-3,6,B-1,30,control
3544,P132,-2,7,B-1,33,control
3545,P132,-1,8,B-1,54,control
3546,P132,0,9,B-1,55,control
3547,P132,8,10,A-2,34,control
3548,P132,7,11,A-2,25,control
3549,P132,6,12,A-2,3,control
3550,P132,5,13,A-2,10,control
3551,P132,4,14,A-2,0,control
3552,P132,3,15,A-2,26,control
3553,P132,2,16,A-2,17,control
3554,P132,1,17,A-2,22,control
3555,P132,0,18,A-2,30,control
3556,P132,0,19,C-3,20,control
3557,P132,1,20,C-3,27,control
3558,P132,2,21,C-3,11,control
3559,P132,3,22,C-3,21,control
3560,P132,4,23,C-3,20,control
3561,P132,5,24,C-3,14,control
3562,P132,6,25,C-3,21,control
3563,P132,7,26,C-3,26,control
3564,P132,8,27,C-3,22,control
3565,P133,-8,1,B-1,22,control
3566,P133,-7,2,B-1,28,control
3567,P133,-6,3,B-1,21,control
3568,P133,-5,4,B-1,23,control
3569,P133,-4,5,B-1,14,control
3570,P133,-3,6,B-1,43,control
3571,P133,-2,7,B-1,30,control
3572,P133,-1,8,B-1,44,control
3573,P133,0,9,B-1,47,control
3574,P133,8,10,A-2,23,control
3575,P133,7,11,A-2,6,control
3576,P133,6,12,A-2,6,control
3577,P133,5,13,A-2,5,control
3578,P133,4,14,A-2,9,control
3579,P133,3,15,A-2,0,control
3580,P133,2,16,A-2,8,control
3581,P133,1,17,A-2,0,control
3582,P133,0,18,A-2,3,control
3583,P133,0,19,C-3,14,control
3584,P133,1,20,C-3,0,control
3585,P133,2,21,C-3,0,control
3586,P133,3,22,C-3,0,control
3587,P133,4,23,C-3,2,control
3588,P133,5,24,C-3,0,control
3589,P133,6,25,C-3,0,control
3590,P133,7,26,C-3,0,control
3591,P133,8,27,C-3,0,control
3592,P134,-8,1,B-1,23,control
3593,P134,-7,2,B-1,18,control
3594,P134,-6,3,B-1,9,control
3595,P134,-5,4,B-1,23,control
3596,P134,-4,5,B-1,15,control
3597,P134,-3,6,B-1,21,control
3598,P134,-2,7,B-1,18,control
3599,P134,-1,8,B-1,29,control
3600,P134,0,9,B-1,24,control
3601,P134,8,10,A-2,8,control
3602,P134,7,11,A-2,8,control
3603,P134,6,12,A-2,11,control
3604,P134,5,13,A-2,6,control
3605,P134,4,14,A-2,5,control
3606,P134,3,15,A-2,5,control
3607,P134,2,16,A-2,0,control
3608,P134,1,17,A-2,7,control
3609,P134,0,18,A-2,7,control
3610,P134,0,19,C-3,0,control
3611,P134,1,20,C-3,5,control
3612,P134,2,21,C-3,0,control
3613,P134,3,22,C-3,7,control
3614,P134,4,23,C-3,11,control
3615,P134,5,24,C-3,3,control
3616,P134,6,25,C-3,5,control
3617,P134,7,26,C-3,5,control
3618,P134,8,27,C-3,0,control
3619,P135,-8,1,B-1,18,control
3620,P135,-7,2,B-1,29,control
3621,P135,-6,3,B-1,52,control
3622,P135,-5,4,B-1,47,control
3623,P135,-4,5,B-1,48,control
3624,P135,-3,6,B-1,54,control
3625,P135,-2,7,B-1,58,control
3626,P135,-1,8,B-1,56,control
3627,P135,0,9,B-1,55,control
3628,P135,8,10,A-2,18,control
3629,P135,7,11,A-2,18,control
3630,P135,6,12,A-2,0,control
3631,P135,5,13,A-2,0,control
3632,P135,4,14,A-2,6,control
3633,P135,3,15,A-2,0,control
3634,P135,2,16,A-2,0,control
3635,P135,1,17,A-2,0,control
3636,P135,0,18,A-2,0,control
3637,P135,0,19,C-3,0,control
3638,P135,1,20,C-3,0,control
3639,P135,2,21,C-3,0,control
3640,P135,3,22,C-3,0,control
3641,P135,4,23,C-3,0,control
3642,P135,5,24,C-3,0,control
3643,P135,6,25,C-3,0,control
3644,P135,7,26,C-3,0,control
3645,P135,8,27,C-3,0,control
3646,P136,-8,1,B-1,28,control
3647,P136,-7,2,B-1,28,control
3648,P136,-6,3,B-1,30,control
3649,P136,-5,4,B-1,57,control
3650,P136,-4,5,B-1,28,control
3651,P136,-3,6,B-1,34,control
3652,P136,-2,7,B-1,63,control
3653,P136,-1,8,B-1,69,control
3654,P136,0,9,B-1,66,control
3655,P136,8,10,A-2,45,control
3656,P136,7,11,A-2,33,control
3657,P136,6,12,A-2,18,control
3658,P136,5,13,A-2,38,control
3659,P136,4,14,A-2,39,control
3660,P136,3,15,A-2,24,control
3661,P136,2,16,A-2,0,control
3662,P136,1,17,A-2,17,control
3663,P136,0,18,A-2,14,control
3664,P136,0,19,C-3,23,control
3665,P136,1,20,C-3,25,control
3666,P136,2,21,C-3,8,control
3667,P136,3,22,C-3,18,control
3668,P136,4,23,C-3,27,control
3669,P136,5,24,C-3,32,control
3670,P136,6,25,C-3,24,control
3671,P136,7,26,C-3,16,control
3672,P136,8,27,C-3,15,control
3673,P137,-8,1,B-1,20,control
3674,P137,-7,2,B-1,37,control
3675,P137,-6,3,B-1,36,control
3676,P137,-5,4,B-1,40,control
3677,P137,-4,5,B-1,33,control
3678,P137,-3,6,B-1,26,control
3679,P137,-2,7,B-1,24,control
3680,P137,-1,8,B-1,22,control
3681,P137,0,9,B-1,22,control
3682,P137,8,10,A-2,15,control
3683,P137,7,11,A-2,14,control
3684,P137,6,12,A-2,14,control
3685,P137,5,13,A-2,8,control
3686,P137,4,14,A-2,0,control
3687,P137,3,15,A-2,9,control
3688,P137,2,16,A-2,6,control
3689,P137,1,17,A-2,6,control
3690,P137,0,18,A-2,2,control
3691,P137,0,19,C-3,0,control
3692,P137,1,20,C-3,5,control
3693,P137,2,21,C-3,0,control
3694,P137,3,22,C-3,0,control
3695,P137,4,23,C-3,0,control
3696,P137,5,24,C-3,5,control
3697,P137,6,25,C-3,4,control
3698,P137,7,26,C-3,0,control
3699,P137,8,27,C-3,0,control
3700,P138,-8,1,B-1,16,control
3701,P138,-7,2,B-1,0,control
3702,P138,-6,3,B-1,5,control
3703,P138,-5,4,B-1,41,control
3704,P138,-4,5,B-1,36,control
3705,P138,-3,6,B-1,37,control
3706,P138,-2,7,B-1,21,control
3707,P138,-1,8,B-1,4,control
3708,P138,0,9,B-1,23,control
3709,P138,8,10,A-2,10,control
3710,P138,7,11,A-2,6,control
3711,P138,6,12,A-2,8,control
3712,P138,5,13,A-2,5,control
3713,P138,4,14,A-2,1,control
3714,P138,3,15,A-2,2,control
3715,P138,2,16,A-2,7,control
3716,P138,1,17,A-2,0,control
3717,P138,0,18,A-2,7,control
3718,P138,0,19,C-3,9,control
3719,P138,1,20,C-3,5,control
3720,P138,2,21,C-3,4,control
3721,P138,3,22,C-3,4,control
3722,P138,4,23,C-3,6,control
3723,P138,5,24,C-3,8,control
3724,P138,6,25,C-3,10,control
3725,P138,7,26,C-3,8,control
3726,P138,8,27,C-3,0,control
3727,P139,-8,1,B-1,21,control
3728,P139,-7,2,B-1,21,control
3729,P139,-6,3,B-1,29,control
3730,P139,-5,4,B-1,22,control
3731,P139,-4,5,B-1,29,control
3732,P139,-3,6,B-1,30,control
3733,P139,-2,7,B-1,30,control
3734,P139,-1,8,B-1,29,control
3735,P139,0,9,B-1,30,control
3736,P139,8,10,A-2,9,control
3737,P139,7,11,A-2,13,control
3738,P139,6,12,A-2,0,control
3739,P139,5,13,A-2,5,control
3740,P139,4,14,A-2,0,control
3741,P139,3,15,A-2,0,control
3742,P139,2,16,A-2,0,control
3743,P139,1,17,A-2,0,control
3744,P139,0,18,A-2,0,control
3745,P139,0,19,C-3,0,control
3746,P139,1,20,C-3,0,control
3747,P139,2,21,C-3,0,control
3748,P139,3,22,C-3,0,control
3749,P139,4,23,C-3,0,control
3750,P139,5,24,C-3,0,control
3751,P139,6,25,C-3,0,control
3752,P139,7,26,C-3,0,control
3753,P139,8,27,C-3,0,control
3754,P140,-8,1,B-1,16,control
3755,P140,-7,2,B-1,28,control
3756,P140,-6,3,B-1,23,control
3757,P140,-5,4,B-1,28,control
3758,P140,-4,5,B-1,32,control
3759,P140,-3,6,B-1,34,control
3760,P140,-2,7,B-1,35,control
3761,P140,-1,8,B-1,44,control
3762,P140,0,9,B-1,41,control
3763,P140,8,10,A-2,23,control
3764,P140,7,11,A-2,14,control
3765,P140,6,12,A-2,22,control
3766,P140,5,13,A-2,17,control
3767,P140,4,14,A-2,20,control
3768,P140,3,15,A-2,15,control
3769,P140,2,16,A-2,19,control
3770,P140,1,17,A-2,13,control
3771,P140,0,18,A-2,20,control
3772,P140,0,19,C-3,19,control
3773,P140,1,20,C-3,14,control
3774,P140,2,21,C-3,17,control
3775,P140,3,22,C-3,13,control
3776,P140,4,23,C-3,15,control
3777,P140,5,24,C-3,11,control
3778,P140,6,25,C-3,3,control
3779,P140,7,26,C-3,16,control
3780,P140,8,27,C-3,13,control
3781,P141,-8,1,B-1,15,control
3782,P141,-7,2,B-1,3,control
3783,P141,-6,3,B-1,4,control
3784,P141,-5,4,B-1,19,control
3785,P141,-4,5,B-1,21,control
3786,P141,-3,6,B-1,20,control
3787,P141,-2,7,B-1,21,control
3788,P141,-1,8,B-1,18,control
3789,P141,0,9,B-1,19,control
3790,P141,8,10,A-2,22,control
3791,P141,7,11,A-2,7,control
3792,P141,6,12,A-2,0,control
3793,P141,5,13,A-2,0,control
3794,P141,4,14,A-2,0,control
3795,P141,3,15,A-2,0,control
3796,P141,2,16,A-2,0,control
3797,P141,1,17,A-2,2,control
3798,P141,0,18,A-2,3,control
3799,P141,0,19,C-3,0,control
3800,P141,1,20,C-3,0,control
3801,P141,2,21,C-3,0,control
